user_id,user_type,signup_date,first_visit_date,last_active_date,institution_or_company,country,traffic_source,device_type,total_sessions,total_pageviews,avg_session_duration_sec,papers_analyzed,reports_downloaded,used_crs_score,used_gap_analysis,used_industry_fit,used_comparison_tool,used_pitch_export,used_due_diligence,used_ip_patent_check,converted_to_paid,plan_purchased,payment_amount_inr,days_to_conversion,payment_date,churned,support_tickets_raised
usr_7f3883abf9,researcher,2026-01-22,2026-01-22,2026-02-27,IIITD,India,linkedin,mobile,4,16,271,1,1,True,True,True,False,False,,,True,researcher_basic,300,4,2026-01-26,False,0
usr_dc0de40312,industry,2026-06-08,2026-06-08,2026-06-17,Quantum Analytics Inc,UAE,university_partner,desktop,2,18,472,12,0,,,True,False,True,False,False,False,none,0,,,False,0
usr_83a6a11b21,researcher,2026-06-05,2026-06-05,2026-06-15,NIT Trichy,USA,word_of_mouth,desktop,8,32,216,3,1,True,True,False,False,False,,,True,researcher_basic,300,13,2026-06-18,False,0
usr_f1d5799289,industry,2026-06-29,2026-06-29,2026-07-03,AgroFuture Labs,Singapore,word_of_mouth,desktop,1,5,408,15,0,,,True,False,False,True,False,False,none,0,,,False,1
usr_3ada5c0561,researcher,2026-03-09,2026-03-09,2026-06-29,Delhi University,UAE,referral,desktop,1,7,190,5,5,True,True,True,False,False,,,False,none,0,,,False,0
usr_8a1bb562d4,researcher,2026-01-06,2026-01-06,2026-05-08,VIT Vellore,India,email_campaign,mobile,3,27,288,1,0,True,False,False,False,False,,,False,none,0,,,False,2
usr_6d5f1f3a7f,researcher,2026-04-11,2026-04-11,2026-06-08,Jadavpur University,India,industry_event,desktop,6,18,261,1,0,True,True,False,False,False,,,False,none,0,,,False,0
usr_f9d666717e,researcher,2026-05-11,2026-05-11,2026-07-14,Jadavpur University,India,direct,desktop,8,40,193,5,2,True,True,True,False,True,,,True,researcher_basic,300,20,2026-05-31,False,0
usr_b515102036,researcher,2026-02-07,2026-02-07,2026-02-10,Jadavpur University,UAE,organic_search,desktop,5,30,138,3,3,True,True,False,True,False,,,False,none,0,,,False,1
usr_562c5827b9,researcher,2026-04-20,2026-04-20,2026-05-27,IISc Bangalore,India,email_campaign,desktop,2,6,107,3,3,True,True,True,True,False,,,False,none,0,,,False,0
usr_aa5e70a387,industry,2026-05-22,2026-05-22,2026-05-26,Skyline Robotics,India,industry_event,desktop,8,32,626,2,1,,,True,False,False,True,False,False,none,0,,,False,3
usr_906f11e534,researcher,2026-02-28,2026-02-28,2026-05-16,IIT Hyderabad,India,email_campaign,mobile,1,5,238,4,3,True,True,True,False,False,,,False,none,0,,,False,0
usr_1b93caf007,researcher,2026-03-10,2026-03-10,2026-06-25,NIT Trichy,Singapore,direct,mobile,10,80,264,3,3,True,False,True,True,True,,,True,researcher_basic,300,8,2026-03-18,False,1
usr_031a6b1bc8,researcher,2026-03-23,2026-03-23,2026-05-07,IIT Madras,India,university_partner,mobile,10,50,224,0,0,False,False,False,False,False,,,False,none,0,,,True,0
usr_04de3e4fd4,researcher,2026-03-15,2026-03-15,2026-04-26,IIT Madras,India,referral,desktop,4,16,119,5,3,True,True,True,False,False,,,False,none,0,,,False,0
usr_8ef489fd16,researcher,2026-02-10,2026-02-10,2026-05-28,IIT Madras,India,linkedin,desktop,2,8,198,2,1,True,False,False,False,False,,,False,none,0,,,True,0
usr_be3767f373,researcher,2026-01-05,2026-01-05,2026-06-26,BITS Pilani,Singapore,word_of_mouth,mobile,8,56,264,4,1,True,True,True,False,False,,,False,none,0,,,False,0
usr_ffba511721,industry,2026-03-17,2026-03-17,2026-04-03,Fusion Dynamics Corp,India,direct,mobile,5,25,248,9,5,,,True,False,False,True,True,False,none,0,,,False,0
usr_30446008dc,researcher,2026-05-22,2026-05-22,2026-07-09,Anna University,Germany,linkedin,desktop,7,49,72,0,0,False,True,True,False,False,,,False,none,0,,,False,0
usr_500695b649,researcher,2026-03-01,2026-03-01,2026-03-26,IIT Bombay,India,university_partner,mobile,4,36,120,4,2,True,False,False,False,False,,,False,none,0,,,False,1
usr_d5d97110b8,industry,2026-05-29,2026-05-29,2026-06-25,MedTech Solutions,India,direct,desktop,1,7,213,10,3,,,True,True,False,True,True,False,none,0,,,False,1
usr_e32432eefc,researcher,2026-06-12,2026-06-12,2026-06-25,IIT Bombay,India,organic_search,mobile,1,9,366,4,4,True,False,False,False,True,,,False,none,0,,,False,0
usr_e9154d9f89,researcher,2026-07-17,2026-07-17,2026-07-22,BITS Pilani,USA,email_campaign,desktop,2,18,20,2,1,True,True,True,False,False,,,False,none,0,,,False,1
usr_6282f8f6f6,industry,2026-01-04,2026-01-04,2026-05-06,MedTech Solutions,India,organic_search,desktop,8,64,364,9,4,,,False,True,True,False,True,True,industry_standard,15000,37,2026-02-10,False,3
usr_df78565441,researcher,2026-05-25,2026-05-25,2026-07-22,BITS Pilani,India,industry_event,desktop,6,48,79,4,1,True,True,True,False,False,,,False,none,0,,,False,1
usr_b038410f57,industry,2026-02-19,2026-02-19,2026-03-28,MedTech Solutions,India,email_campaign,desktop,17,204,152,15,3,,,True,True,False,True,False,False,none,0,,,True,0
usr_5d2ce9b0f6,industry,2026-03-13,2026-03-13,2026-04-09,IronClad Defense Systems,India,university_partner,desktop,12,72,146,13,2,,,False,False,False,False,False,False,none,0,,,False,0
usr_57a09cc468,researcher,2026-07-16,2026-07-16,2026-07-22,IIT Delhi,India,email_campaign,desktop,9,81,176,0,0,False,True,True,False,False,,,True,researcher_basic,300,12,2026-07-28,False,0
usr_54116a356f,researcher,2026-02-21,2026-02-21,2026-04-26,IIITD,India,email_campaign,desktop,1,7,225,4,3,True,True,True,True,False,,,False,none,0,,,False,0
usr_b0b448b5ac,industry,2026-07-15,2026-07-15,2026-07-18,MedTech Solutions,India,referral,desktop,20,240,404,7,5,,,True,True,True,False,False,False,none,0,,,False,0
usr_4f8c6bbd67,researcher,2026-02-23,2026-02-23,2026-04-11,IIT Bombay,India,referral,mobile,9,36,208,0,0,False,False,False,True,False,,,True,researcher_basic,300,14,2026-03-09,False,0
usr_f91501c902,industry,2026-03-04,2026-03-04,2026-07-20,GreenGrid Energy,India,linkedin,mobile,17,119,201,4,3,,,False,False,False,True,False,False,none,0,,,False,0
usr_c3f9c61109,researcher,2026-03-17,2026-03-17,2026-07-01,BITS Pilani,India,word_of_mouth,tablet,8,40,330,4,2,True,False,False,True,False,,,False,none,0,,,False,0
usr_49f1457069,researcher,2026-04-23,2026-04-23,2026-05-07,IIT Bombay,UAE,referral,mobile,7,63,58,0,0,False,False,True,True,False,,,False,none,0,,,False,0
usr_cf7a707e19,industry,2026-01-06,2026-01-06,2026-04-25,Quantum Analytics Inc,India,industry_event,desktop,9,54,374,10,1,,,True,True,False,True,False,False,none,0,,,True,1
usr_d5956888fb,researcher,2026-06-08,2026-06-08,2026-06-15,IIT Kanpur,India,direct,desktop,2,6,70,1,0,True,True,True,True,False,,,False,none,0,,,True,0
usr_70db49846e,researcher,2026-03-03,2026-03-03,2026-06-17,BITS Pilani,India,organic_search,desktop,5,25,147,4,3,True,True,True,False,False,,,True,researcher_basic,300,13,2026-03-16,False,0
usr_9ddef275d9,researcher,2026-06-20,2026-06-20,2026-06-28,BITS Pilani,Singapore,google_ads,desktop,7,21,296,1,1,True,False,True,True,False,,,False,none,0,,,False,1
usr_cc6dc466f5,researcher,2026-07-02,2026-07-02,2026-07-13,IIT Hyderabad,India,email_campaign,mobile,8,72,236,1,0,True,False,False,False,False,,,False,none,0,,,False,0
usr_c7ee44e1d9,researcher,2026-01-19,2026-01-19,2026-05-19,IIT Bombay,India,university_partner,desktop,3,27,174,1,0,True,True,True,False,False,,,False,none,0,,,True,1
usr_39b14e2351,industry,2026-01-04,2026-01-04,2026-01-30,MedTech Solutions,USA,direct,mobile,7,28,338,4,4,,,False,False,True,True,True,True,industry_standard,15000,57,2026-03-02,False,0
usr_db2ebdf60e,industry,2026-03-19,2026-03-19,2026-07-10,IronClad Defense Systems,USA,linkedin,desktop,14,84,238,15,4,,,True,False,False,True,True,False,none,0,,,False,0
usr_3f78a39c2a,industry,2026-06-08,2026-06-08,2026-06-12,Nova Materials Pvt Ltd,Singapore,direct,desktop,11,132,322,13,2,,,False,True,False,True,True,False,none,0,,,False,0
usr_5f9a4c8861,researcher,2026-06-13,2026-06-13,2026-07-01,IIITD,India,linkedin,mobile,6,24,137,5,1,True,False,False,False,False,,,False,none,0,,,False,0
usr_c33007a700,researcher,2026-05-01,2026-05-01,2026-05-09,IIT Roorkee,UAE,referral,mobile,7,35,226,0,0,False,True,True,False,False,,,False,none,0,,,True,0
usr_06fd1c82d0,researcher,2026-02-07,2026-02-07,2026-05-01,Independent Researcher,India,word_of_mouth,tablet,6,36,45,1,1,True,True,False,False,True,,,False,none,0,,,True,0
usr_ff6afc1462,researcher,2026-07-02,2026-07-02,2026-07-04,NIT Trichy,India,linkedin,mobile,5,20,225,5,2,True,True,True,False,False,,,False,none,0,,,False,0
usr_fb0bef98a7,researcher,2026-06-07,2026-06-07,2026-07-14,Independent Researcher,India,university_partner,mobile,2,10,101,4,2,True,True,False,False,False,,,False,none,0,,,False,0
usr_791edab49c,researcher,2026-06-29,2026-06-29,2026-07-06,VIT Vellore,India,word_of_mouth,desktop,5,30,168,1,0,True,False,True,False,True,,,False,none,0,,,False,0
usr_90914c97fa,researcher,2026-03-12,2026-03-12,2026-06-02,VIT Vellore,India,university_partner,desktop,4,16,116,3,2,True,True,False,False,False,,,False,none,0,,,False,0
usr_706db2abdd,industry,2026-01-02,2026-01-02,2026-07-20,Fusion Dynamics Corp,USA,direct,desktop,1,9,200,15,1,,,True,False,False,False,False,False,none,0,,,False,2
usr_54ea2fb923,researcher,2026-02-21,2026-02-21,2026-05-12,Anna University,India,word_of_mouth,mobile,1,7,153,1,1,True,True,False,True,False,,,False,none,0,,,False,0
usr_110823c87b,researcher,2026-05-31,2026-05-31,2026-06-05,IIT Bombay,USA,word_of_mouth,mobile,7,63,278,1,1,True,True,False,False,False,,,False,none,0,,,True,0
usr_3edde62261,researcher,2026-01-24,2026-01-24,2026-03-30,Jadavpur University,India,google_ads,desktop,6,36,334,2,0,True,False,True,False,False,,,False,none,0,,,False,0
usr_deea8ca72e,researcher,2026-02-04,2026-02-04,2026-03-16,IIT Delhi,USA,word_of_mouth,desktop,5,30,57,2,2,True,False,False,False,False,,,False,none,0,,,False,0
usr_36c1f1a446,industry,2026-02-12,2026-02-12,2026-05-20,Lumen Photonics,India,direct,mobile,1,4,541,3,3,,,True,True,False,True,False,False,none,0,,,True,0
usr_5dc1522556,industry,2026-05-18,2026-05-18,2026-05-31,DeepCore AI,India,google_ads,desktop,6,36,192,5,2,,,True,True,False,False,True,True,industry_premium,20000,33,2026-06-20,False,2
usr_8572a62268,researcher,2026-02-26,2026-02-26,2026-04-29,IIT Madras,India,linkedin,mobile,4,28,105,3,2,True,True,False,False,False,,,False,none,0,,,True,2
usr_b46eaa52b6,researcher,2026-01-15,2026-01-15,2026-02-04,IIT Kanpur,India,referral,desktop,7,63,194,5,0,True,True,False,True,False,,,False,none,0,,,True,0
usr_dca92ab196,researcher,2026-06-23,2026-06-23,2026-07-19,IIT Bombay,USA,google_ads,desktop,1,9,123,4,3,True,True,True,False,False,,,False,none,0,,,False,0
usr_fd01bb1bae,researcher,2026-05-01,2026-05-01,2026-07-05,IIT Bombay,India,referral,desktop,2,18,220,1,1,True,False,True,True,False,,,False,none,0,,,False,2
usr_16befb1528,researcher,2026-06-27,2026-06-27,2026-07-02,Jadavpur University,India,word_of_mouth,desktop,1,6,113,3,2,True,True,False,False,False,,,False,none,0,,,False,0
usr_3af937397e,industry,2026-01-15,2026-01-15,2026-04-01,Bharat Semiconductors,India,university_partner,desktop,6,42,307,11,0,,,False,True,False,False,False,False,none,0,,,False,1
usr_42f2b69ccc,researcher,2026-03-20,2026-03-20,2026-06-01,Delhi University,UAE,google_ads,desktop,8,64,223,0,0,False,False,False,False,False,,,False,none,0,,,True,0
usr_905faa623c,researcher,2026-06-26,2026-06-26,2026-07-02,IIT Bombay,India,organic_search,mobile,5,35,107,0,0,False,True,True,True,True,,,False,none,0,,,False,0
usr_8b8777bb76,industry,2026-04-09,2026-04-09,2026-07-09,Helios Renewables,UAE,industry_event,mobile,12,84,292,10,5,,,False,True,False,False,False,False,none,0,,,False,2
usr_fdd6705f9b,industry,2026-03-31,2026-03-31,2026-05-23,Lumen Photonics,India,organic_search,desktop,7,28,110,6,3,,,False,False,True,False,False,False,none,0,,,True,1
usr_190c8fc9c7,industry,2026-05-06,2026-05-06,2026-06-17,Lumen Photonics,India,university_partner,desktop,19,95,214,12,4,,,True,True,False,False,True,False,none,0,,,False,0
usr_7ee18f8cc3,researcher,2026-02-24,2026-02-24,2026-06-26,IIT Bombay,India,organic_search,desktop,6,42,213,3,1,True,True,True,False,False,,,False,none,0,,,False,0
usr_4e405001f6,researcher,2026-07-21,2026-07-21,2026-07-22,IIT Roorkee,India,direct,desktop,1,9,271,4,0,True,True,False,False,False,,,False,none,0,,,False,2
usr_fb21f82c61,researcher,2026-06-02,2026-06-02,2026-06-19,IIITD,India,industry_event,desktop,10,90,171,2,2,True,False,True,True,False,,,False,none,0,,,True,0
usr_4b8dee0146,industry,2026-01-18,2026-01-18,2026-02-02,Lumen Photonics,UAE,word_of_mouth,desktop,6,60,291,8,1,,,True,False,False,True,False,False,none,0,,,True,0
usr_8395d41dd2,researcher,2026-06-13,2026-06-13,2026-06-15,IIT Kanpur,India,email_campaign,desktop,5,40,243,1,0,True,False,True,False,True,,,False,none,0,,,False,0
usr_1057c7fb31,industry,2026-02-13,2026-02-13,2026-05-19,Lumen Photonics,India,linkedin,mobile,8,48,223,13,1,,,True,True,True,False,True,False,none,0,,,True,0
usr_220877a01c,industry,2026-02-07,2026-02-07,2026-04-29,Skyline Robotics,UAE,university_partner,desktop,12,96,126,9,5,,,True,True,False,False,True,False,none,0,,,True,0
usr_7b2eb8a5bc,researcher,2026-03-12,2026-03-12,2026-05-24,IISc Bangalore,India,linkedin,desktop,1,6,178,2,2,True,False,True,True,True,,,False,none,0,,,False,0
usr_7f757ebbd1,researcher,2026-05-08,2026-05-08,2026-06-20,IIT Madras,UAE,linkedin,desktop,9,45,219,3,3,True,False,True,False,False,,,True,researcher_basic,300,7,2026-05-15,False,0
usr_98c90e012a,researcher,2026-07-20,2026-07-20,2026-07-24,Independent Researcher,India,organic_search,desktop,1,6,207,0,0,False,False,False,False,False,,,False,none,0,,,False,0
usr_dd62bcee3d,researcher,2026-01-10,2026-01-10,2026-03-18,Anna University,India,email_campaign,desktop,9,72,110,3,1,True,True,True,False,False,,,False,none,0,,,True,0
usr_f563b7c5a0,industry,2026-04-19,2026-04-19,2026-05-21,Bharat Semiconductors,India,linkedin,mobile,1,9,337,9,5,,,True,False,False,False,True,False,none,0,,,True,1
usr_e8a73eee9e,researcher,2026-01-11,2026-01-11,2026-07-07,IIT Bombay,UAE,email_campaign,mobile,5,45,131,1,0,True,True,True,False,False,,,False,none,0,,,False,0
usr_3e18754166,researcher,2026-02-20,2026-02-20,2026-07-24,Independent Researcher,Germany,direct,mobile,6,24,48,0,0,False,True,True,False,False,,,False,none,0,,,False,0
usr_85169d3f42,researcher,2026-03-14,2026-03-14,2026-05-09,BITS Pilani,India,referral,desktop,5,35,99,2,1,True,True,True,True,True,,,False,none,0,,,False,0
usr_f519111cce,industry,2026-05-20,2026-05-20,2026-07-19,Helios Renewables,India,linkedin,desktop,7,77,472,15,3,,,True,True,False,False,False,False,none,0,,,False,0
usr_ad5628372d,researcher,2026-04-04,2026-04-04,2026-05-05,IIT Delhi,USA,linkedin,desktop,4,28,50,3,2,True,True,False,False,True,,,False,none,0,,,True,1
usr_62f910c6c0,researcher,2026-07-14,2026-07-14,2026-07-14,IIT Delhi,India,industry_event,tablet,4,20,132,0,0,False,False,True,False,False,,,False,none,0,,,False,0
usr_8dcb33a8b1,researcher,2026-01-03,2026-01-03,2026-04-01,IIT Roorkee,Singapore,google_ads,desktop,10,40,172,3,2,True,True,True,False,True,,,True,researcher_basic,300,5,2026-01-08,False,0
usr_295a50c0d2,researcher,2026-03-13,2026-03-13,2026-04-28,Independent Researcher,India,industry_event,mobile,12,72,20,1,1,True,True,False,False,False,,,False,none,0,,,False,0
usr_2f17ff79e8,researcher,2026-05-08,2026-05-08,2026-07-05,NIT Trichy,Singapore,google_ads,mobile,11,77,378,0,0,False,True,False,False,False,,,False,none,0,,,False,0
usr_30542d6f44,researcher,2026-01-20,2026-01-20,2026-07-25,BITS Pilani,Singapore,direct,desktop,10,60,107,0,0,False,True,True,True,True,,,True,researcher_basic,300,10,2026-01-30,False,0
usr_a69f96e8eb,industry,2026-01-28,2026-01-28,2026-06-29,Fusion Dynamics Corp,India,university_partner,mobile,13,117,160,13,1,,,False,True,False,False,False,False,none,0,,,False,1
usr_4c31b549ce,industry,2026-01-26,2026-01-26,2026-05-22,Fusion Dynamics Corp,USA,industry_event,desktop,1,6,431,5,2,,,True,True,False,False,False,False,none,0,,,False,0
usr_6e82766b9c,researcher,2026-07-23,2026-07-23,2026-07-23,BITS Pilani,India,word_of_mouth,desktop,8,64,217,5,5,True,True,False,False,False,,,False,none,0,,,False,0
usr_0461a3ae1f,researcher,2026-03-06,2026-03-06,2026-03-14,IIT Roorkee,Singapore,google_ads,mobile,4,28,159,1,0,True,False,False,False,False,,,False,none,0,,,True,0
usr_1e6e8513d2,researcher,2026-04-05,2026-04-05,2026-06-08,IIT Roorkee,India,email_campaign,mobile,1,9,327,2,1,True,True,True,False,False,,,False,none,0,,,True,0
usr_fe7132ee1f,researcher,2026-02-04,2026-02-04,2026-04-19,BITS Pilani,India,industry_event,mobile,1,6,149,0,0,False,True,True,False,False,,,False,none,0,,,True,0
usr_c978c22ad9,industry,2026-04-05,2026-04-05,2026-07-14,NextGen Pharma,India,linkedin,mobile,7,77,187,8,4,,,True,False,False,False,True,False,none,0,,,False,0
usr_b767cad776,industry,2026-07-12,2026-07-12,2026-07-23,MedTech Solutions,Singapore,google_ads,mobile,24,96,533,6,5,,,True,False,False,False,True,False,none,0,,,False,1
usr_93e909c2d2,researcher,2026-03-03,2026-03-03,2026-04-13,Jadavpur University,India,industry_event,mobile,1,3,144,2,1,True,False,True,False,False,,,False,none,0,,,True,2
usr_8f38b160aa,researcher,2026-05-27,2026-05-27,2026-06-13,Delhi University,India,industry_event,mobile,10,80,192,4,4,True,False,False,True,False,,,True,researcher_basic,300,16,2026-06-12,False,0
usr_30b3403eec,industry,2026-02-09,2026-02-09,2026-04-24,MedTech Solutions,India,industry_event,desktop,13,65,401,10,3,,,True,False,False,False,False,False,none,0,,,True,0
usr_af8d299317,researcher,2026-05-27,2026-05-27,2026-06-18,Jadavpur University,India,email_campaign,mobile,4,32,46,5,1,True,False,False,False,False,,,False,none,0,,,True,0
usr_99fcea1fb3,researcher,2026-03-08,2026-03-08,2026-05-17,Jadavpur University,India,linkedin,desktop,3,18,186,2,0,True,True,True,False,False,,,False,none,0,,,False,0
usr_266d1cd09c,industry,2026-07-15,2026-07-15,2026-07-24,IronClad Defense Systems,India,university_partner,mobile,9,36,323,11,4,,,False,True,False,False,False,False,none,0,,,False,0
usr_324d1d29e0,researcher,2026-07-24,2026-07-24,2026-07-25,VIT Vellore,India,referral,mobile,4,12,281,3,2,True,True,True,False,False,,,False,none,0,,,False,0
usr_1354a35e87,researcher,2026-06-11,2026-06-11,2026-07-06,IIT Roorkee,India,email_campaign,desktop,10,30,190,4,1,True,False,False,False,False,,,False,none,0,,,False,0
usr_90e69122d2,industry,2026-04-20,2026-04-20,2026-05-31,Prime Biotech,India,google_ads,desktop,8,48,368,6,4,,,True,False,False,False,False,False,none,0,,,True,0
usr_afbb1f11e1,researcher,2026-03-23,2026-03-23,2026-06-26,IIT Kanpur,India,email_campaign,desktop,1,9,20,5,1,True,True,False,False,True,,,False,none,0,,,False,0
usr_ce3e66d39f,industry,2026-03-21,2026-03-21,2026-04-16,TerraSoil Agritech,India,organic_search,desktop,8,56,169,10,2,,,True,True,False,True,False,False,none,0,,,False,0
usr_426ebe77a9,researcher,2026-06-24,2026-06-24,2026-07-14,NIT Trichy,Germany,linkedin,desktop,6,54,243,1,1,True,False,True,True,False,,,True,researcher_basic,300,21,2026-07-15,False,0
usr_78c8310850,researcher,2026-01-31,2026-01-31,2026-07-22,IIT Kanpur,India,organic_search,desktop,9,27,326,0,0,False,True,True,True,False,,,False,none,0,,,False,0
usr_a48b95d366,researcher,2026-03-17,2026-03-17,2026-04-23,NIT Trichy,Germany,industry_event,desktop,2,18,20,0,0,False,True,False,True,False,,,False,none,0,,,True,1
usr_e6c297ceb2,researcher,2026-02-16,2026-02-16,2026-03-02,IIT Madras,India,email_campaign,mobile,3,18,230,0,0,False,True,False,False,True,,,False,none,0,,,True,0
usr_a7bf7985c6,researcher,2026-07-08,2026-07-08,2026-07-20,VIT Vellore,India,organic_search,tablet,1,3,278,2,2,True,True,True,True,False,,,False,none,0,,,False,0
usr_2b692fccbe,industry,2026-06-28,2026-06-28,2026-07-12,Nova Materials Pvt Ltd,India,industry_event,desktop,7,77,328,2,0,,,True,False,False,False,True,False,none,0,,,False,2
usr_1c829332e1,industry,2026-04-13,2026-04-13,2026-06-23,NextGen Pharma,India,organic_search,desktop,8,64,301,7,4,,,True,True,False,False,True,False,none,0,,,False,3
usr_66876a66ad,researcher,2026-04-08,2026-04-08,2026-05-02,VIT Vellore,Germany,university_partner,mobile,10,50,206,1,1,True,True,True,False,False,,,False,none,0,,,True,1
usr_c9beb84276,industry,2026-02-22,2026-02-22,2026-05-18,GreenGrid Energy,USA,word_of_mouth,mobile,11,121,277,2,1,,,True,False,False,False,False,False,none,0,,,False,0
usr_49c8009626,researcher,2026-07-21,2026-07-21,2026-07-25,IISc Bangalore,India,word_of_mouth,mobile,4,28,206,3,2,True,False,True,True,False,,,False,none,0,,,False,0
usr_fc89d4ac34,researcher,2026-07-21,2026-07-21,2026-07-21,Anna University,India,referral,desktop,1,4,229,1,0,True,True,False,False,False,,,False,none,0,,,False,0
usr_a2d0efe9ec,industry,2026-03-22,2026-03-22,2026-06-11,Lumen Photonics,Singapore,email_campaign,mobile,13,65,341,15,0,,,True,True,False,False,False,False,none,0,,,False,0
usr_2f5e3735f9,researcher,2026-03-05,2026-03-05,2026-03-28,Delhi University,UAE,university_partner,desktop,2,6,31,2,2,True,True,True,True,False,,,False,none,0,,,False,0
usr_4b2986ff01,researcher,2026-03-21,2026-03-21,2026-06-03,IIT Delhi,Germany,organic_search,desktop,10,60,129,1,1,True,False,True,False,False,,,False,none,0,,,False,0
usr_3825f53af9,researcher,2026-06-23,2026-06-23,2026-07-08,VIT Vellore,India,google_ads,desktop,6,30,231,0,0,False,True,True,True,True,,,False,none,0,,,False,0
usr_401d7407a6,researcher,2026-05-14,2026-05-14,2026-06-24,IIT Roorkee,USA,google_ads,mobile,3,24,166,1,1,True,False,False,True,True,,,False,none,0,,,False,0
usr_407a58c412,industry,2026-02-05,2026-02-05,2026-05-28,Vertex Manufacturing,India,direct,desktop,1,5,126,10,2,,,True,True,False,True,True,True,industry_premium,20000,60,2026-04-06,False,2
usr_4bc1346e49,researcher,2026-04-01,2026-04-01,2026-05-10,Anna University,Singapore,google_ads,desktop,17,85,173,1,1,True,True,False,False,False,,,False,none,0,,,True,0
usr_34d1dff2d7,researcher,2026-02-12,2026-02-12,2026-06-17,Independent Researcher,India,organic_search,desktop,1,8,110,3,1,True,True,True,True,True,,,False,none,0,,,True,2
usr_5ac3f4e05f,researcher,2026-03-16,2026-03-16,2026-05-28,IIT Madras,India,organic_search,mobile,13,104,277,3,1,True,True,True,False,False,,,True,researcher_basic,300,19,2026-04-04,False,0
usr_138c1f4566,researcher,2026-05-26,2026-05-26,2026-06-08,BITS Pilani,USA,direct,mobile,4,28,168,2,0,True,True,False,False,False,,,False,none,0,,,False,0
usr_2da79a2ec9,researcher,2026-03-04,2026-03-04,2026-05-04,IISc Bangalore,India,word_of_mouth,mobile,5,40,215,4,3,True,True,True,True,False,,,False,none,0,,,False,2
usr_4f6d0502ee,researcher,2026-05-29,2026-05-29,2026-07-01,Jadavpur University,India,direct,mobile,3,12,20,0,0,False,True,False,True,False,,,False,none,0,,,False,0
usr_9d25a8ef7e,researcher,2026-03-29,2026-03-29,2026-07-20,Jadavpur University,India,word_of_mouth,mobile,5,15,111,2,2,True,True,True,False,False,,,False,none,0,,,False,0
usr_0228c3a0e3,industry,2026-03-12,2026-03-12,2026-04-29,AgroFuture Labs,USA,referral,desktop,1,5,210,2,1,,,True,True,False,False,True,False,none,0,,,True,1
usr_679f3b45a2,researcher,2026-06-27,2026-06-27,2026-07-23,IISc Bangalore,India,university_partner,desktop,5,25,153,4,1,True,True,True,True,False,,,False,none,0,,,False,1
usr_d2cbed2a9e,researcher,2026-03-14,2026-03-14,2026-05-17,Independent Researcher,Germany,direct,mobile,2,8,94,5,1,True,True,True,False,False,,,False,none,0,,,False,0
usr_23ac1019bc,industry,2026-07-10,2026-07-10,2026-07-21,DeepCore AI,India,email_campaign,desktop,6,48,426,2,1,,,True,False,True,False,False,False,none,0,,,False,2
usr_da00396557,researcher,2026-05-23,2026-05-23,2026-06-28,IIT Roorkee,India,referral,mobile,7,63,203,4,2,True,True,False,False,True,,,False,none,0,,,False,0
usr_1b4d164c46,researcher,2026-01-29,2026-01-29,2026-07-08,IIT Kanpur,India,direct,desktop,7,21,89,1,0,True,True,True,True,False,,,False,none,0,,,False,0
usr_82ff581e8c,industry,2026-04-14,2026-04-14,2026-05-05,Skyline Robotics,Germany,organic_search,mobile,12,84,136,5,2,,,True,True,False,False,True,False,none,0,,,True,0
usr_320eee1d1a,researcher,2026-01-21,2026-01-21,2026-04-06,IIT Madras,India,organic_search,desktop,7,42,289,4,0,True,True,True,True,False,,,False,none,0,,,True,0
usr_c80668078d,industry,2026-03-16,2026-03-16,2026-04-03,Skyline Robotics,USA,organic_search,desktop,8,88,60,10,2,,,True,False,False,True,False,False,none,0,,,True,0
usr_e655ddefbf,researcher,2026-03-04,2026-03-04,2026-06-15,Jadavpur University,Singapore,google_ads,desktop,13,104,266,5,1,True,True,True,False,True,,,False,none,0,,,True,0
usr_9a52aa3c98,industry,2026-02-05,2026-02-05,2026-06-30,Lumen Photonics,India,organic_search,mobile,12,132,205,15,0,,,True,True,False,False,True,True,industry_premium,20000,13,2026-02-18,False,0
usr_abb8afca6f,researcher,2026-02-23,2026-02-23,2026-03-15,Independent Researcher,India,organic_search,desktop,3,9,33,5,4,True,True,True,True,True,,,True,researcher_basic,300,4,2026-02-27,False,0
usr_7ba64bd07b,researcher,2026-07-16,2026-07-16,2026-07-19,Independent Researcher,Singapore,direct,desktop,12,96,267,5,4,True,True,True,True,False,,,False,none,0,,,False,0
usr_df7e0a6992,researcher,2026-07-08,2026-07-08,2026-07-21,IIT Hyderabad,India,university_partner,desktop,8,40,150,5,5,True,True,True,False,False,,,False,none,0,,,False,0
usr_18d6fddb64,researcher,2026-03-04,2026-03-04,2026-07-15,IIT Madras,UAE,word_of_mouth,mobile,5,25,129,4,0,True,True,True,False,False,,,False,none,0,,,False,0
usr_7fd346ce45,researcher,2026-07-10,2026-07-10,2026-07-15,IIT Madras,India,organic_search,mobile,2,16,209,1,1,True,True,True,True,False,,,False,none,0,,,False,1
usr_ab1928c40c,researcher,2026-01-05,2026-01-05,2026-07-08,Delhi University,USA,industry_event,mobile,1,4,20,5,3,True,True,True,False,False,,,False,none,0,,,False,0
usr_a17684e64f,researcher,2026-01-23,2026-01-23,2026-06-19,Delhi University,India,referral,mobile,1,3,148,0,0,False,True,False,True,False,,,False,none,0,,,True,0
